Activity Period,Operating Airline,GEO Summary,GEO Region,Price Category Code,Terminal,Passenger Count
2005-07,ATA Airlines,Domestic,US,Low Fare,Terminal 1,27271
2005-07,ATA Airlines,Domestic,US,Low Fare,Terminal 1,29131
2005-07,ATA Airlines,Domestic,US,Low Fare,Terminal 1,5415
2005-07,Air Canada,International,Canada,Other,Terminal 1,35156
2005-07,Air Canada,International,Canada,Other,Terminal 1,34090
2005-07,Air China,International,Asia,Other,International,6263
2005-07,Air China,International,Asia,Other,International,5500
2005-07,Air France,International,Europe,Other,International,12050
2005-07,Air France,International,Europe,Other,International,11638
2005-07,Air New Zealand,International,Australia / Oceania,Other,International,4998
2005-07,Air New Zealand,International,Australia / Oceania,Other,International,4962
2005-07,AirTran Airways,Domestic,US,Low Fare,International,8055
2005-07,AirTran Airways,Domestic,US,Low Fare,International,7984
2005-07,Alaska Airlines,Domestic,US,Other,International,36641
2005-07,Alaska Airlines,Domestic,US,Other,International,39379
2005-07,Alaska Airlines,Domestic,US,Other,International,3678
2005-07,Alaska Airlines,International,Canada,Other,International,7977
2005-07,Alaska Airlines,International,Canada,Other,International,8837
2005-07,Alaska Airlines,International,Mexico,Other,International,6969
2005-07,Alaska Airlines,International,Mexico,Other,International,10046
2005-07,Alaska Airlines,International,Mexico,Other,International,2266
2005-07,All Nippon Airways,International,Asia,Other,International,6545
2005-07,All Nippon Airways,International,Asia,Other,International,6094
2005-07,American Airlines,Domestic,US,Other,Terminal 3,166577
2005-07,American Airlines,Domestic,US,Other,Terminal 3,160890
2005-07,American Eagle Airlines,Domestic,US,Other,Terminal 3,5493
2005-07,American Eagle Airlines,Domestic,US,Other,Terminal 3,5213
2005-07,Asiana Airlines,International,Asia,Other,International,5041
2005-07,Asiana Airlines,International,Asia,Other,International,4744
2005-07,Atlantic Southeast Airlines,Domestic,US,Other,Terminal 1,1552
2005-07,Atlantic Southeast Airlines,Domestic,US,Other,Terminal 1,1484
2005-07,BelAir Airlines,International,Europe,Other,International,325
2005-07,BelAir Airlines,International,Europe,Other,International,545
2005-07,British Airways,International,Europe,Other,International,20632
2005-07,British Airways,International,Europe,Other,International,21686
2005-07,Cathay Pacific,International,Asia,Other,International,11010
2005-07,Cathay Pacific,International,Asia,Other,International,9628
2005-07,China Airlines,International,Asia,Other,International,13638
2005-07,China Airlines,International,Asia,Other,International,11255
2005-07,Delta Air Lines,Domestic,US,Other,Terminal 1,97510
2005-07,Delta Air Lines,Domestic,US,Other,Terminal 1,93791
2005-07,EVA Airways,International,Asia,Other,International,14142
2005-07,EVA Airways,International,Asia,Other,International,12132
2005-07,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,19234
2005-07,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,18368
2005-07,Hawaiian Airlines,Domestic,US,Other,Terminal 1,7579
2005-07,Hawaiian Airlines,Domestic,US,Other,Terminal 1,7658
2005-07,Horizon Air,Domestic,US,Other,Terminal 1,5284
2005-07,Horizon Air,Domestic,US,Other,Terminal 1,5257
2005-07,Icelandair (Inactive),International,Europe,Other,International,4540
2005-07,Icelandair (Inactive),International,Europe,Other,International,4341
2005-07,Independence Air,Domestic,US,Low Fare,International,10843
2005-07,Independence Air,Domestic,US,Low Fare,International,10967
2005-07,Japan Airlines,International,Asia,Other,International,9195
2005-07,Japan Airlines,International,Asia,Other,International,9086
2005-07,KLM Royal Dutch Airlines,International,Europe,Other,International,9978
2005-07,KLM Royal Dutch Airlines,International,Europe,Other,International,9587
2005-07,Korean Air Lines,International,Asia,Other,International,6153
2005-07,Korean Air Lines,International,Asia,Other,International,5646
2005-07,Lufthansa German Airlines,International,Europe,Other,International,22389
2005-07,Lufthansa German Airlines,International,Europe,Other,International,20511
2005-07,Mesa Airlines,Domestic,US,Other,Terminal 1,2636
2005-07,Mesa Airlines,Domestic,US,Other,Terminal 1,2535
2005-07,Mexicana Airlines,International,Mexico,Other,International,7751
2005-07,Mexicana Airlines,International,Mexico,Other,International,7845
2005-07,Midwest Airlines,Domestic,US,Other,Terminal 1,1797
2005-07,Midwest Airlines,Domestic,US,Other,Terminal 1,3238
2005-07,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,64231
2005-07,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,62049
2005-07,Northwest Airlines (became Delta),International,Asia,Other,International,7229
2005-07,Northwest Airlines (became Delta),International,Asia,Other,International,6554
2005-07,Philippine Airlines,International,Asia,Other,International,12828
2005-07,Philippine Airlines,International,Asia,Other,International,10269
2005-07,Singapore Airlines,International,Asia,Other,International,19211
2005-07,Singapore Airlines,International,Asia,Other,International,17462
2005-07,SkyWest Airlines,Domestic,US,Other,Terminal 1,7262
2005-07,SkyWest Airlines,Domestic,US,Other,Terminal 1,6586
2005-07,SkyWest Airlines,Domestic,US,Other,Terminal 3,103279
2005-07,SkyWest Airlines,Domestic,US,Other,Terminal 3,102023
2005-07,SkyWest Airlines,International,Canada,Other,Terminal 3,3688
2005-07,SkyWest Airlines,International,Canada,Other,Terminal 3,3633
2005-07,Sun Country Airlines,Domestic,US,Low Fare,Terminal 1,4827
2005-07,Sun Country Airlines,Domestic,US,Low Fare,Terminal 1,4784
2005-07,"TACA International Airlines, S.A.",International,Central America,Other,International,6324
2005-07,"TACA International Airlines, S.A.",International,Central America,Other,International,7031
2005-07,US Airways,Domestic,US,Other,Terminal 1,46042
2005-07,US Airways,Domestic,US,Other,Terminal 1,45553
2005-07,US Airways,Domestic,US,Low Fare,Terminal 1,38951
2005-07,US Airways,Domestic,US,Low Fare,Terminal 1,37848
2005-07,United Airlines,Domestic,US,Other,Terminal 1,62178
2005-07,United Airlines,Domestic,US,Other,Terminal 1,60939
2005-07,United Airlines - Pre 07/01/2013,Domestic,US,Low Fare,Terminal 3,58767
2005-07,United Airlines - Pre 07/01/2013,Domestic,US,Low Fare,Terminal 3,58277
2005-07,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,443656
2005-07,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,421802
2005-07,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,11388
2005-07,United Airlines - Pre 07/01/2013,International,Asia,Other,International,77658
2005-07,United Airlines - Pre 07/01/2013,International,Asia,Other,International,68278
2005-07,United Airlines - Pre 07/01/2013,International,Asia,Other,International,3953
2005-07,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,8603
2005-07,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,8234
2005-07,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,1385
2005-07,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,12874
2005-07,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,12085
2005-07,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,10
2005-07,United Airlines - Pre 07/01/2013,International,Europe,Other,International,30796
2005-07,United Airlines - Pre 07/01/2013,International,Europe,Other,International,29283
2005-07,United Airlines - Pre 07/01/2013,International,Europe,Other,International,888
2005-07,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,9537
2005-07,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,9672
2005-07,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,45
2005-07,Virgin Atlantic,International,Europe,Other,International,11684
2005-07,Virgin Atlantic,International,Europe,Other,International,10771
2005-07,WestJet Airlines,International,Canada,Other,International,2480
2005-07,WestJet Airlines,International,Canada,Other,International,2211
2005-08,ATA Airlines,Domestic,US,Low Fare,Terminal 1,27472
2005-08,ATA Airlines,Domestic,US,Low Fare,Terminal 1,26535
2005-08,ATA Airlines,Domestic,US,Low Fare,Terminal 1,5712
2005-08,Air Canada,International,Canada,Other,Terminal 1,34878
2005-08,Air Canada,International,Canada,Other,Terminal 1,34105
2005-08,Air China,International,Asia,Other,International,4204
2005-08,Air China,International,Asia,Other,International,3923
2005-08,Air France,International,Europe,Other,International,11230
2005-08,Air France,International,Europe,Other,International,11731
2005-08,Air New Zealand,International,Australia / Oceania,Other,International,4672
2005-08,Air New Zealand,International,Australia / Oceania,Other,International,4006
2005-08,AirTran Airways,Domestic,US,Low Fare,International,7796
2005-08,AirTran Airways,Domestic,US,Low Fare,International,7737
2005-08,Alaska Airlines,Domestic,US,Other,International,40431
2005-08,Alaska Airlines,Domestic,US,Other,International,39595
2005-08,Alaska Airlines,Domestic,US,Other,International,1902
2005-08,Alaska Airlines,International,Canada,Other,International,8901
2005-08,Alaska Airlines,International,Canada,Other,International,9020
2005-08,Alaska Airlines,International,Mexico,Other,International,7541
2005-08,Alaska Airlines,International,Mexico,Other,International,9333
2005-08,Alaska Airlines,International,Mexico,Other,International,1902
2005-08,All Nippon Airways,International,Asia,Other,International,6739
2005-08,All Nippon Airways,International,Asia,Other,International,5966
2005-08,American Airlines,Domestic,US,Other,Terminal 3,162064
2005-08,American Airlines,Domestic,US,Other,Terminal 3,157700
2005-08,American Eagle Airlines,Domestic,US,Other,Terminal 3,5233
2005-08,American Eagle Airlines,Domestic,US,Other,Terminal 3,4866
2005-08,Asiana Airlines,International,Asia,Other,International,4099
2005-08,Asiana Airlines,International,Asia,Other,International,3376
2005-08,Atlantic Southeast Airlines,Domestic,US,Other,Terminal 1,1735
2005-08,Atlantic Southeast Airlines,Domestic,US,Other,Terminal 1,1560
2005-08,BelAir Airlines,International,Europe,Other,International,353
2005-08,BelAir Airlines,International,Europe,Other,International,751
2005-08,Boeing Company,Domestic,US,Other,Other,18
2005-08,British Airways,International,Europe,Other,International,20312
2005-08,British Airways,International,Europe,Other,International,20084
2005-08,Cathay Pacific,International,Asia,Other,International,11753
2005-08,Cathay Pacific,International,Asia,Other,International,9050
2005-08,China Airlines,International,Asia,Other,International,14610
2005-08,China Airlines,International,Asia,Other,International,10972
2005-08,Delta Air Lines,Domestic,US,Other,Terminal 1,97343
2005-08,Delta Air Lines,Domestic,US,Other,Terminal 1,97160
2005-08,EVA Airways,International,Asia,Other,International,13524
2005-08,EVA Airways,International,Asia,Other,International,11950
2005-08,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,17109
2005-08,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,17186
2005-08,Hawaiian Airlines,Domestic,US,Other,Terminal 1,7923
2005-08,Hawaiian Airlines,Domestic,US,Other,Terminal 1,7751
2005-08,Horizon Air,Domestic,US,Other,Terminal 1,5572
2005-08,Horizon Air,Domestic,US,Other,Terminal 1,5268
2005-08,Icelandair (Inactive),International,Europe,Other,International,4691
2005-08,Icelandair (Inactive),International,Europe,Other,International,4355
2005-08,Independence Air,Domestic,US,Low Fare,International,9191
2005-08,Independence Air,Domestic,US,Low Fare,International,9850
2005-08,Japan Airlines,International,Asia,Other,International,9296
2005-08,Japan Airlines,International,Asia,Other,International,7913
2005-08,KLM Royal Dutch Airlines,International,Europe,Other,International,9666
2005-08,KLM Royal Dutch Airlines,International,Europe,Other,International,9881
2005-08,Korean Air Lines,International,Asia,Other,International,8856
2005-08,Korean Air Lines,International,Asia,Other,International,7164
2005-08,Lufthansa German Airlines,International,Europe,Other,International,21512
2005-08,Lufthansa German Airlines,International,Europe,Other,International,21881
2005-08,Mesa Airlines,Domestic,US,Other,Terminal 1,2725
2005-08,Mesa Airlines,Domestic,US,Other,Terminal 1,2546
2005-08,Mexicana Airlines,International,Mexico,Other,International,7156
2005-08,Mexicana Airlines,International,Mexico,Other,International,5946
2005-08,Midwest Airlines,Domestic,US,Other,Terminal 1,1552
2005-08,Midwest Airlines,Domestic,US,Other,Terminal 1,3382
2005-08,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,56501
2005-08,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,56674
2005-08,Northwest Airlines (became Delta),International,Asia,Other,International,7107
2005-08,Northwest Airlines (became Delta),International,Asia,Other,International,6522
2005-08,Philippine Airlines,International,Asia,Other,International,12856
2005-08,Philippine Airlines,International,Asia,Other,International,8718
2005-08,Singapore Airlines,International,Asia,Other,International,19192
2005-08,Singapore Airlines,International,Asia,Other,International,17118
2005-08,SkyWest Airlines,Domestic,US,Other,Terminal 1,7052
2005-08,SkyWest Airlines,Domestic,US,Other,Terminal 1,6652
2005-08,SkyWest Airlines,Domestic,US,Other,Terminal 3,102899
2005-08,SkyWest Airlines,Domestic,US,Other,Terminal 3,103188
2005-08,SkyWest Airlines,International,Canada,Other,Terminal 3,3672
2005-08,SkyWest Airlines,International,Canada,Other,Terminal 3,3570
2005-08,Sun Country Airlines,Domestic,US,Low Fare,Terminal 1,4720
2005-08,Sun Country Airlines,Domestic,US,Low Fare,Terminal 1,4717
2005-08,"TACA International Airlines, S.A.",International,Central America,Other,International,7357
2005-08,"TACA International Airlines, S.A.",International,Central America,Other,International,5128
2005-08,US Airways,Domestic,US,Other,Terminal 1,42622
2005-08,US Airways,Domestic,US,Other,Terminal 1,44508
2005-08,US Airways,Domestic,US,Low Fare,Terminal 1,40712
2005-08,US Airways,Domestic,US,Low Fare,Terminal 1,40322
2005-08,United Airlines,Domestic,US,Other,Terminal 1,61872
2005-08,United Airlines,Domestic,US,Other,Terminal 1,61768
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Low Fare,Terminal 3,55842
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,27930
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Low Fare,Terminal 3,56087
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,26098
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,676
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,420430
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,398135
2005-08,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,11585
2005-08,United Airlines - Pre 07/01/2013,International,Asia,Other,International,79131
2005-08,United Airlines - Pre 07/01/2013,International,Asia,Other,International,68861
2005-08,United Airlines - Pre 07/01/2013,International,Asia,Other,International,4059
2005-08,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,8903
2005-08,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,7874
2005-08,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,1475
2005-08,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,13895
2005-08,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,12145
2005-08,United Airlines - Pre 07/01/2013,International,Europe,Other,International,29236
2005-08,United Airlines - Pre 07/01/2013,International,Europe,Other,International,29920
2005-08,United Airlines - Pre 07/01/2013,International,Europe,Other,International,863
2005-08,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,9397
2005-08,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,9275
2005-08,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,78
2005-08,Virgin Atlantic,International,Europe,Other,International,10685
2005-08,Virgin Atlantic,International,Europe,Other,International,11072
2005-08,WestJet Airlines,International,Canada,Other,International,2300
2005-08,WestJet Airlines,International,Canada,Other,International,2251
2005-09,ATA Airlines,Domestic,US,Low Fare,Terminal 1,17341
2005-09,ATA Airlines,Domestic,US,Low Fare,Terminal 1,18541
2005-09,ATA Airlines,Domestic,US,Low Fare,Terminal 1,4412
2005-09,Air Canada,International,Canada,Other,Terminal 1,24473
2005-09,Air Canada,International,Canada,Other,Terminal 1,26120
2005-09,Air China,International,Asia,Other,International,4416
2005-09,Air China,International,Asia,Other,International,4568
2005-09,Air France,International,Europe,Other,International,10731
2005-09,Air France,International,Europe,Other,International,11337
2005-09,Air New Zealand,International,Australia / Oceania,Other,International,4565
2005-09,Air New Zealand,International,Australia / Oceania,Other,International,4295
2005-09,AirTran Airways,Domestic,US,Low Fare,International,7057
2005-09,AirTran Airways,Domestic,US,Low Fare,International,6806
2005-09,Alaska Airlines,Domestic,US,Other,International,31117
2005-09,Alaska Airlines,Domestic,US,Other,International,33742
2005-09,Alaska Airlines,Domestic,US,Other,International,3843
2005-09,Alaska Airlines,International,Canada,Other,International,6635
2005-09,Alaska Airlines,International,Canada,Other,International,7783
2005-09,Alaska Airlines,International,Canada,Other,International,161
2005-09,Alaska Airlines,International,Mexico,Other,International,5446
2005-09,Alaska Airlines,International,Mexico,Other,International,7674
2005-09,Alaska Airlines,International,Mexico,Other,International,1504
2005-09,All Nippon Airways,International,Asia,Other,International,5875
2005-09,All Nippon Airways,International,Asia,Other,International,5960
2005-09,American Airlines,Domestic,US,Other,Terminal 3,135043
2005-09,American Airlines,Domestic,US,Other,Terminal 3,135944
2005-09,American Eagle Airlines,Domestic,US,Other,Terminal 3,4240
2005-09,American Eagle Airlines,Domestic,US,Other,Terminal 3,4166
2005-09,Asiana Airlines,International,Asia,Other,International,4792
2005-09,Asiana Airlines,International,Asia,Other,International,5140
2005-09,BelAir Airlines,International,Europe,Other,International,108
2005-09,BelAir Airlines,International,Europe,Other,International,315
2005-09,British Airways,International,Europe,Other,International,20455
2005-09,British Airways,International,Europe,Other,International,20635
2005-09,Cathay Pacific,International,Asia,Other,International,8370
2005-09,Cathay Pacific,International,Asia,Other,International,9874
2005-09,China Airlines,International,Asia,Other,International,9154
2005-09,China Airlines,International,Asia,Other,International,9486
2005-09,Delta Air Lines,Domestic,US,Low Fare,Terminal 1,17291
2005-09,Delta Air Lines,Domestic,US,Other,Terminal 1,68347
2005-09,Delta Air Lines,Domestic,US,Low Fare,Terminal 1,17453
2005-09,Delta Air Lines,Domestic,US,Other,Terminal 1,67160
2005-09,EVA Airways,International,Asia,Other,International,9931
2005-09,EVA Airways,International,Asia,Other,International,10752
2005-09,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,13426
2005-09,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,12989
2005-09,Hawaiian Airlines,Domestic,US,Other,Terminal 1,7735
2005-09,Hawaiian Airlines,Domestic,US,Other,Terminal 1,7624
2005-09,Horizon Air,Domestic,US,Other,Terminal 1,4648
2005-09,Horizon Air,Domestic,US,Other,Terminal 1,4401
2005-09,Icelandair (Inactive),International,Europe,Other,International,1996
2005-09,Icelandair (Inactive),International,Europe,Other,International,1677
2005-09,Independence Air,Domestic,US,Low Fare,International,5218
2005-09,Independence Air,Domestic,US,Low Fare,International,5503
2005-09,Japan Airlines,International,Asia,Other,International,7087
2005-09,Japan Airlines,International,Asia,Other,International,8264
2005-09,KLM Royal Dutch Airlines,International,Europe,Other,International,9562
2005-09,KLM Royal Dutch Airlines,International,Europe,Other,International,9513
2005-09,Korean Air Lines,International,Asia,Other,International,4344
2005-09,Korean Air Lines,International,Asia,Other,International,3448
2005-09,Lufthansa German Airlines,International,Europe,Other,International,20535
2005-09,Lufthansa German Airlines,International,Europe,Other,International,21379
2005-09,Mesa Airlines,Domestic,US,Other,Terminal 1,1781
2005-09,Mesa Airlines,Domestic,US,Other,Terminal 1,1751
2005-09,Mexicana Airlines,International,Mexico,Other,International,3986
2005-09,Mexicana Airlines,International,Mexico,Other,International,4823
2005-09,Midwest Airlines,Domestic,US,Other,Terminal 1,2913
2005-09,Midwest Airlines,Domestic,US,Other,Terminal 1,2867
2005-09,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,48138
2005-09,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,47061
2005-09,Northwest Airlines (became Delta),International,Asia,Other,International,5857
2005-09,Northwest Airlines (became Delta),International,Asia,Other,International,5615
2005-09,Philippine Airlines,International,Asia,Other,International,8323
2005-09,Philippine Airlines,International,Asia,Other,International,7875
2005-09,Singapore Airlines,International,Asia,Other,International,15259
2005-09,Singapore Airlines,International,Asia,Other,International,14251
2005-09,SkyWest Airlines,Domestic,US,Other,Terminal 1,6356
2005-09,SkyWest Airlines,Domestic,US,Other,Terminal 1,6666
2005-09,SkyWest Airlines,Domestic,US,Other,Terminal 3,96832
2005-09,SkyWest Airlines,Domestic,US,Other,Terminal 3,95008
2005-09,SkyWest Airlines,International,Canada,Other,Terminal 3,3581
2005-09,SkyWest Airlines,International,Canada,Other,Terminal 3,3457
2005-09,Sun Country Airlines,Domestic,US,Low Fare,Terminal 1,3686
2005-09,Sun Country Airlines,Domestic,US,Low Fare,Terminal 1,3592
2005-09,"TACA International Airlines, S.A.",International,Central America,Other,International,3790
2005-09,"TACA International Airlines, S.A.",International,Central America,Other,International,3529
2005-09,US Airways,Domestic,US,Other,Terminal 1,35942
2005-09,US Airways,Domestic,US,Other,Terminal 1,36632
2005-09,US Airways,Domestic,US,Low Fare,Terminal 1,34782
2005-09,US Airways,Domestic,US,Low Fare,Terminal 1,34761
2005-09,United Airlines,Domestic,US,Other,Terminal 1,50133
2005-09,United Airlines,Domestic,US,Other,Terminal 1,49094
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Low Fare,Terminal 3,50351
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,24678
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Low Fare,Terminal 3,50235
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,23767
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,483
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,357533
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,360563
2005-09,United Airlines - Pre 07/01/2013,Domestic,US,Other,Terminal 3,8271
2005-09,United Airlines - Pre 07/01/2013,International,Asia,Other,International,63027
2005-09,United Airlines - Pre 07/01/2013,International,Asia,Other,International,62403
2005-09,United Airlines - Pre 07/01/2013,International,Asia,Other,International,3163
2005-09,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,8048
2005-09,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,7750
2005-09,United Airlines - Pre 07/01/2013,International,Australia / Oceania,Other,International,1264
2005-09,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,12095
2005-09,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,10220
2005-09,United Airlines - Pre 07/01/2013,International,Canada,Other,Terminal 3,10
2005-09,United Airlines - Pre 07/01/2013,International,Europe,Other,International,28093
2005-09,United Airlines - Pre 07/01/2013,International,Europe,Other,International,29928
2005-09,United Airlines - Pre 07/01/2013,International,Europe,Other,International,759
2005-09,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,5191
2005-09,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,5123
2005-09,United Airlines - Pre 07/01/2013,International,Mexico,Other,International,96
2005-09,Virgin Atlantic,International,Europe,Other,International,11084
2005-09,Virgin Atlantic,International,Europe,Other,International,11623
2005-09,WestJet Airlines,International,Canada,Other,International,2050
2005-09,WestJet Airlines,International,Canada,Other,International,1997
2005-10,ATA Airlines,Domestic,US,Low Fare,Terminal 1,17698
2005-10,ATA Airlines,Domestic,US,Low Fare,Terminal 1,19983
2005-10,ATA Airlines,Domestic,US,Low Fare,Terminal 1,5754
2005-10,Air Canada,International,Canada,Other,Terminal 1,22176
2005-10,Air Canada,International,Canada,Other,Terminal 1,22780
2005-10,Air China,International,Asia,Other,International,4329
2005-10,Air China,International,Asia,Other,International,4715
2005-10,Air France,International,Europe,Other,International,10515
2005-10,Air France,International,Europe,Other,International,10796
2005-10,Air New Zealand,International,Australia / Oceania,Other,International,3178
2005-10,Air New Zealand,International,Australia / Oceania,Other,International,4766
2005-10,AirTran Airways,Domestic,US,Low Fare,International,6680
2005-10,AirTran Airways,Domestic,US,Low Fare,International,6999
2005-10,Alaska Airlines,Domestic,US,Other,International,29388
2005-10,Alaska Airlines,Domestic,US,Other,International,33214
2005-10,Alaska Airlines,Domestic,US,Other,International,4159
2005-10,Alaska Airlines,International,Canada,Other,International,5168
2005-10,Alaska Airlines,International,Canada,Other,International,6093
2005-10,Alaska Airlines,International,Canada,Other,International,793
2005-10,Alaska Airlines,International,Mexico,Other,International,5940
2005-10,Alaska Airlines,International,Mexico,Other,International,9998
2005-10,Alaska Airlines,International,Mexico,Other,International,2773
2005-10,All Nippon Airways,International,Asia,Other,International,5669
2005-10,All Nippon Airways,International,Asia,Other,International,6001
2005-10,American Airlines,Domestic,US,Other,Terminal 3,138090
2005-10,American Airlines,Domestic,US,Other,Terminal 3,138552
2005-10,American Eagle Airlines,Domestic,US,Other,Terminal 3,4669
2005-10,American Eagle Airlines,Domestic,US,Other,Terminal 3,4524
2005-10,Asiana Airlines,International,Asia,Other,International,4674
2005-10,Asiana Airlines,International,Asia,Other,International,5409
2005-10,British Airways,International,Europe,Other,International,19453
2005-10,British Airways,International,Europe,Other,International,18988
2005-10,Cathay Pacific,International,Asia,Other,International,9571
2005-10,Cathay Pacific,International,Asia,Other,International,11106
2005-10,China Airlines,International,Asia,Other,International,8919
2005-10,China Airlines,International,Asia,Other,International,10254
2005-10,Delta Air Lines,Domestic,US,Low Fare,Terminal 1,21516
2005-10,Delta Air Lines,Domestic,US,Other,Terminal 1,62701
2005-10,Delta Air Lines,Domestic,US,Low Fare,Terminal 1,20904
2005-10,Delta Air Lines,Domestic,US,Other,Terminal 1,63704
2005-10,EVA Airways,International,Asia,Other,International,10122
2005-10,EVA Airways,International,Asia,Other,International,11311
2005-10,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,12585
2005-10,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,12490
2005-10,Hawaiian Airlines,Domestic,US,Other,Terminal 1,7556
2005-10,Hawaiian Airlines,Domestic,US,Other,Terminal 1,6962
2005-10,Horizon Air,Domestic,US,Other,Terminal 1,4470
2005-10,Horizon Air,Domestic,US,Other,Terminal 1,4096
2005-10,Icelandair (Inactive),International,Europe,Other,International,809
2005-10,Icelandair (Inactive),International,Europe,Other,International,975
2005-10,Independence Air,Domestic,US,Low Fare,International,4550
2005-10,Independence Air,Domestic,US,Low Fare,International,4446
2005-10,Japan Airlines,International,Asia,Other,International,7147
2005-10,Japan Airlines,International,Asia,Other,International,7924
2005-10,KLM Royal Dutch Airlines,International,Europe,Other,International,9383
2005-10,KLM Royal Dutch Airlines,International,Europe,Other,International,9113
2005-10,Korean Air Lines,International,Asia,Other,International,4115
2005-10,Korean Air Lines,International,Asia,Other,International,3812
2005-10,Lufthansa German Airlines,International,Europe,Other,International,20840
2005-10,Lufthansa German Airlines,International,Europe,Other,International,19478
2005-10,Mesa Airlines,Domestic,US,Other,Terminal 1,1502
2005-10,Mesa Airlines,Domestic,US,Other,Terminal 1,1735
2005-10,Mexicana Airlines,International,Mexico,Other,International,5011
2005-10,Mexicana Airlines,International,Mexico,Other,International,7101
2005-10,Miami Air International,International,Canada,Other,International,28
2005-10,Midwest Airlines,Domestic,US,Other,Terminal 1,1594
2005-10,Midwest Airlines,Domestic,US,Other,Terminal 1,2984
2005-10,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,46907
2005-10,Northwest Airlines (became Delta),Domestic,US,Other,Terminal 1,48977
2005-10,Northwest Airlines (became Delta),International,Asia,Other,International,6229
2005-10,Northwest Airlines (became Delta),International,Asia,Other,International,6559
2005-10,Philippine Airlines,International,Asia,Other,International,11573
2005-10,Philippine Airlines,International,Asia,Other,International,10360
2005-10,Singapore Airlines,International,Asia,Other,International,14694
2005-10,Singapore Airlines,International,Asia,Other,International,17250
2005-10,SkyWest Airlines,Domestic,US,Other,Terminal 1,6658
2005-10,SkyWest Airlines,Domestic,US,Other,Terminal 1,6553
2005-10,SkyWest Airlines,Domestic,US,Other,Terminal 3,102254
2005-10,SkyWest Airlines,Domestic,US,Other,Terminal 3,101134
2005-10,SkyWest Airlines,International,Canada,Other,Terminal 3,3719
2005-10,SkyWest Airlines,International,Canada,Other,Terminal 3,3508
