Activity Period,Operating Airline,GEO Summary,GEO Region,Price Category Code,Terminal,Passenger Count
2014-04,United Airlines,International,Europe,Other,International,27661
2014-04,United Airlines,International,Europe,Other,International,29232
2014-04,United Airlines,International,Mexico,Other,International,21539
2014-04,United Airlines,International,Mexico,Other,International,20139
2014-04,Virgin America,Domestic,US,Low Fare,Terminal 2,163193
2014-04,Virgin America,Domestic,US,Low Fare,Terminal 2,164249
2014-04,Virgin America,International,Mexico,Low Fare,International,4948
2014-04,Virgin America,International,Mexico,Low Fare,Terminal 2,4633
2014-04,Virgin Atlantic,International,Europe,Other,International,10484
2014-04,Virgin Atlantic,International,Europe,Other,International,9926
2014-04,WestJet Airlines,International,Canada,Other,International,932
2014-04,WestJet Airlines,International,Canada,Other,International,876
2014-05,Aer Lingus,International,Europe,Other,International,4124
2014-05,Aer Lingus,International,Europe,Other,International,4803
2014-05,Aeromexico,International,Mexico,Other,International,9649
2014-05,Aeromexico,International,Mexico,Other,International,9314
2014-05,Air Canada,International,Canada,Other,International,7551
2014-05,Air Canada,International,Canada,Other,International,8394
2014-05,Air Canada,International,Canada,Other,International,23910
2014-05,Air Canada,International,Canada,Other,International,26582
2014-05,Air China,International,Asia,Other,International,8038
2014-05,Air China,International,Asia,Other,International,7320
2014-05,Air France,International,Europe,Other,International,13752
2014-05,Air France,International,Europe,Other,International,15360
2014-05,Air New Zealand,International,Australia / Oceania,Other,International,9717
2014-05,Air New Zealand,International,Australia / Oceania,Other,International,8310
2014-05,AirTran Airways,Domestic,US,Low Fare,Terminal 1,3869
2014-05,AirTran Airways,Domestic,US,Low Fare,Terminal 1,3903
2014-05,Alaska Airlines,Domestic,US,Other,International,439
2014-05,Alaska Airlines,Domestic,US,Other,International,7221
2014-05,Alaska Airlines,Domestic,US,Other,Terminal 1,43940
2014-05,Alaska Airlines,Domestic,US,Other,Terminal 1,45448
2014-05,Alaska Airlines,International,Mexico,Other,International,6259
2014-05,Alaska Airlines,International,Mexico,Other,Terminal 1,6351
2014-05,All Nippon Airways,International,Asia,Other,International,6614
2014-05,All Nippon Airways,International,Asia,Other,International,6842
2014-05,American Airlines,Domestic,US,Other,Terminal 2,123875
2014-05,American Airlines,Domestic,US,Other,Terminal 2,122707
2014-05,Asiana Airlines,International,Asia,Other,International,8087
2014-05,Asiana Airlines,International,Asia,Other,International,8013
2014-05,British Airways,International,Europe,Other,International,18631
2014-05,British Airways,International,Europe,Other,International,19017
2014-05,Cathay Pacific,International,Asia,Other,International,18386
2014-05,Cathay Pacific,International,Asia,Other,International,19116
2014-05,China Airlines,International,Asia,Other,International,10295
2014-05,China Airlines,International,Asia,Other,International,11294
2014-05,China Eastern,International,Asia,Other,International,6297
2014-05,China Eastern,International,Asia,Other,International,5613
2014-05,Compass Airlines,Domestic,US,Other,Terminal 1,40320
2014-05,Compass Airlines,Domestic,US,Other,Terminal 1,41263
2014-05,Delta Air Lines,Domestic,US,Other,Terminal 1,128933
2014-05,Delta Air Lines,Domestic,US,Other,Terminal 1,127156
2014-05,EVA Airways,International,Asia,Other,International,15101
2014-05,EVA Airways,International,Asia,Other,International,14956
2014-05,Emirates,International,Middle East,Other,International,10622
2014-05,Emirates,International,Middle East,Other,International,9541
2014-05,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,20044
2014-05,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,19515
2014-05,Hawaiian Airlines,Domestic,US,Other,International,8287
2014-05,Hawaiian Airlines,Domestic,US,Other,International,8345
2014-05,Horizon Air,Domestic,US,Other,Terminal 1,4847
2014-05,Horizon Air,Domestic,US,Other,Terminal 1,5390
2014-05,Japan Airlines,International,Asia,Other,International,4678
2014-05,Japan Airlines,International,Asia,Other,International,5042
2014-05,JetBlue Airways,Domestic,US,Low Fare,International,46622
2014-05,JetBlue Airways,Domestic,US,Low Fare,International,46716
2014-05,KLM Royal Dutch Airlines,International,Europe,Other,International,11722
2014-05,KLM Royal Dutch Airlines,International,Europe,Other,International,12097
2014-05,Korean Air Lines,International,Asia,Other,International,6923
2014-05,Korean Air Lines,International,Asia,Other,International,6255
2014-05,Lufthansa German Airlines,International,Europe,Other,International,22778
2014-05,Lufthansa German Airlines,International,Europe,Other,International,23408
2014-05,Philippine Airlines,International,Asia,Other,International,11986
2014-05,Philippine Airlines,International,Asia,Other,International,11563
2014-05,SAS Airlines,International,Europe,Other,International,5796
2014-05,SAS Airlines,International,Europe,Other,International,6509
2014-05,Singapore Airlines,International,Asia,Other,International,14516
2014-05,Singapore Airlines,International,Asia,Other,International,16135
2014-05,SkyWest Airlines,Domestic,US,Other,Terminal 1,92426
2014-05,SkyWest Airlines,Domestic,US,Other,Terminal 1,91938
2014-05,SkyWest Airlines,Domestic,US,Other,Terminal 1,138
2014-05,SkyWest Airlines,Domestic,US,Other,Terminal 1,133
2014-05,SkyWest Airlines,Domestic,US,Other,Terminal 3,46651
2014-05,SkyWest Airlines,Domestic,US,Other,Terminal 3,46385
2014-05,SkyWest Airlines,International,Canada,Other,International,2027
2014-05,SkyWest Airlines,International,Canada,Other,Terminal 1,1170
2014-05,SkyWest Airlines,International,Canada,Other,Terminal 1,3730
2014-05,SkyWest Airlines,International,Canada,Other,Terminal 3,9631
2014-05,SkyWest Airlines,International,Canada,Other,Terminal 3,10413
2014-05,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,142779
2014-05,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,138439
2014-05,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,13
2014-05,Sun Country Airlines,Domestic,US,Low Fare,International,5717
2014-05,Sun Country Airlines,Domestic,US,Low Fare,International,5953
2014-05,Swiss International,International,Europe,Other,International,6596
2014-05,Swiss International,International,Europe,Other,International,6612
2014-05,"TACA International Airlines, S.A.",International,Central America,Other,International,4969
2014-05,"TACA International Airlines, S.A.",International,Central America,Other,International,4789
2014-05,US Airways,Domestic,US,Other,Terminal 1,77836
2014-05,US Airways,Domestic,US,Other,Terminal 1,77122
2014-05,United Airlines,Domestic,US,Other,International,26750
2014-05,United Airlines,Domestic,US,Other,International,28061
2014-05,United Airlines,Domestic,US,Other,Terminal 3,260432
2014-05,United Airlines,Domestic,US,Other,Terminal 3,263538
2014-05,United Airlines,Domestic,US,Other,Terminal 3,357811
2014-05,United Airlines,Domestic,US,Other,Terminal 3,348183
2014-05,United Airlines,Domestic,US,Other,Terminal 3,4294
2014-05,United Airlines,International,Asia,Other,International,72265
2014-05,United Airlines,International,Asia,Other,International,76951
2014-05,United Airlines,International,Australia / Oceania,Other,International,7891
2014-05,United Airlines,International,Australia / Oceania,Other,International,7032
2014-05,United Airlines,International,Canada,Other,Terminal 3,14556
2014-05,United Airlines,International,Canada,Other,Terminal 3,15130
2014-05,United Airlines,International,Europe,Other,International,40309
2014-05,United Airlines,International,Europe,Other,International,44370
2014-05,United Airlines,International,Mexico,Other,International,21812
2014-05,United Airlines,International,Mexico,Other,International,20752
2014-05,Virgin America,Domestic,US,Low Fare,Terminal 2,172591
2014-05,Virgin America,Domestic,US,Low Fare,Terminal 2,175392
2014-05,Virgin America,International,Mexico,Low Fare,International,5007
2014-05,Virgin America,International,Mexico,Low Fare,Terminal 2,4989
2014-05,Virgin Atlantic,International,Europe,Other,International,10870
2014-05,Virgin Atlantic,International,Europe,Other,International,10921
2014-05,WestJet Airlines,International,Canada,Other,International,6756
2014-05,WestJet Airlines,International,Canada,Other,International,7492
2014-05,XL Airways France,International,Europe,Other,International,494
2014-05,XL Airways France,International,Europe,Other,International,873
2014-06,Aer Lingus,International,Europe,Other,International,5426
2014-06,Aer Lingus,International,Europe,Other,International,5728
2014-06,Aeromexico,International,Mexico,Other,International,8848
2014-06,Aeromexico,International,Mexico,Other,International,12856
2014-06,Air Canada,International,Canada,Other,International,12183
2014-06,Air Canada,International,Canada,Other,International,13338
2014-06,Air Canada,International,Canada,Other,International,24734
2014-06,Air Canada,International,Canada,Other,International,27080
2014-06,Air China,International,Asia,Other,International,8116
2014-06,Air China,International,Asia,Other,International,8284
2014-06,Air France,International,Europe,Other,International,19937
2014-06,Air France,International,Europe,Other,International,20725
2014-06,Air New Zealand,International,Australia / Oceania,Other,International,10050
2014-06,Air New Zealand,International,Australia / Oceania,Other,International,8744
2014-06,AirTran Airways,Domestic,US,Low Fare,Terminal 1,3610
2014-06,AirTran Airways,Domestic,US,Low Fare,Terminal 1,3580
2014-06,Alaska Airlines,Domestic,US,Other,International,121
2014-06,Alaska Airlines,Domestic,US,Other,International,6185
2014-06,Alaska Airlines,Domestic,US,Other,Terminal 1,49847
2014-06,Alaska Airlines,Domestic,US,Other,Terminal 1,44844
2014-06,Alaska Airlines,International,Mexico,Other,International,6949
2014-06,Alaska Airlines,International,Mexico,Other,Terminal 1,7242
2014-06,All Nippon Airways,International,Asia,Other,International,6805
2014-06,All Nippon Airways,International,Asia,Other,International,6714
2014-06,American Airlines,Domestic,US,Other,Terminal 2,125511
2014-06,American Airlines,Domestic,US,Other,Terminal 2,127049
2014-06,Asiana Airlines,International,Asia,Other,International,8254
2014-06,Asiana Airlines,International,Asia,Other,International,7867
2014-06,British Airways,International,Europe,Other,International,18617
2014-06,British Airways,International,Europe,Other,International,19157
2014-06,Cathay Pacific,International,Asia,Other,International,17411
2014-06,Cathay Pacific,International,Asia,Other,International,18869
2014-06,China Airlines,International,Asia,Other,International,10315
2014-06,China Airlines,International,Asia,Other,International,11051
2014-06,China Eastern,International,Asia,Other,International,6233
2014-06,China Eastern,International,Asia,Other,International,5457
2014-06,Compass Airlines,Domestic,US,Other,Terminal 1,37881
2014-06,Compass Airlines,Domestic,US,Other,Terminal 1,40566
2014-06,Delta Air Lines,Domestic,US,Other,Terminal 1,147514
2014-06,Delta Air Lines,Domestic,US,Other,Terminal 1,150769
2014-06,EVA Airways,International,Asia,Other,International,14968
2014-06,EVA Airways,International,Asia,Other,International,15687
2014-06,Emirates,International,Middle East,Other,International,10364
2014-06,Emirates,International,Middle East,Other,International,9884
2014-06,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,18956
2014-06,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,19211
2014-06,Hawaiian Airlines,Domestic,US,Other,International,7829
2014-06,Hawaiian Airlines,Domestic,US,Other,International,8393
2014-06,Horizon Air,Domestic,US,Other,Terminal 1,1054
2014-06,Horizon Air,Domestic,US,Other,Terminal 1,1135
2014-06,Japan Airlines,International,Asia,Other,International,5057
2014-06,Japan Airlines,International,Asia,Other,International,5400
2014-06,JetBlue Airways,Domestic,US,Low Fare,International,45805
2014-06,JetBlue Airways,Domestic,US,Low Fare,International,46480
2014-06,KLM Royal Dutch Airlines,International,Europe,Other,International,11811
2014-06,KLM Royal Dutch Airlines,International,Europe,Other,International,11966
2014-06,Korean Air Lines,International,Asia,Other,International,6536
2014-06,Korean Air Lines,International,Asia,Other,International,6670
2014-06,Lufthansa German Airlines,International,Europe,Other,International,24122
2014-06,Lufthansa German Airlines,International,Europe,Other,International,24674
2014-06,Philippine Airlines,International,Asia,Other,International,10698
2014-06,Philippine Airlines,International,Asia,Other,International,11952
2014-06,Republic Airlines,Domestic,US,Other,Terminal 1,36
2014-06,Republic Airlines,Domestic,US,Other,Terminal 1,36
2014-06,SAS Airlines,International,Europe,Other,International,6993
2014-06,SAS Airlines,International,Europe,Other,International,7092
2014-06,Singapore Airlines,International,Asia,Other,International,13862
2014-06,Singapore Airlines,International,Asia,Other,International,15651
2014-06,SkyWest Airlines,Domestic,US,Other,Terminal 1,2906
2014-06,SkyWest Airlines,Domestic,US,Other,Terminal 1,2740
2014-06,SkyWest Airlines,Domestic,US,Other,Terminal 3,132423
2014-06,SkyWest Airlines,Domestic,US,Other,Terminal 3,133369
2014-06,SkyWest Airlines,International,Canada,Other,International,2241
2014-06,SkyWest Airlines,International,Canada,Other,Terminal 3,11959
2014-06,SkyWest Airlines,International,Canada,Other,Terminal 3,15045
2014-06,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,154036
2014-06,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,150135
2014-06,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,31
2014-06,Sun Country Airlines,Domestic,US,Low Fare,International,6748
2014-06,Sun Country Airlines,Domestic,US,Low Fare,International,7420
2014-06,Swiss International,International,Europe,Other,International,6449
2014-06,Swiss International,International,Europe,Other,International,6355
2014-06,"TACA International Airlines, S.A.",International,Central America,Other,International,4984
2014-06,"TACA International Airlines, S.A.",International,Central America,Other,International,5382
2014-06,US Airways,Domestic,US,Other,Terminal 1,80670
2014-06,US Airways,Domestic,US,Other,Terminal 1,83945
2014-06,United Airlines,Domestic,US,Other,International,29083
2014-06,United Airlines,Domestic,US,Other,International,34010
2014-06,United Airlines,Domestic,US,Other,Terminal 3,278866
2014-06,United Airlines,Domestic,US,Other,Terminal 3,287690
2014-06,United Airlines,Domestic,US,Other,Terminal 3,354631
2014-06,United Airlines,Domestic,US,Other,Terminal 3,349075
2014-06,United Airlines,Domestic,US,Other,Terminal 3,5355
2014-06,United Airlines,International,Asia,Other,International,77872
2014-06,United Airlines,International,Asia,Other,International,79093
2014-06,United Airlines,International,Australia / Oceania,Other,International,7334
2014-06,United Airlines,International,Australia / Oceania,Other,International,6409
2014-06,United Airlines,International,Canada,Other,Terminal 3,11531
2014-06,United Airlines,International,Canada,Other,Terminal 3,11383
2014-06,United Airlines,International,Europe,Other,International,41364
2014-06,United Airlines,International,Europe,Other,International,43583
2014-06,United Airlines,International,Mexico,Other,International,24461
2014-06,United Airlines,International,Mexico,Other,International,27911
2014-06,Virgin America,Domestic,US,Low Fare,Terminal 2,177060
2014-06,Virgin America,Domestic,US,Low Fare,Terminal 2,180570
2014-06,Virgin America,International,Mexico,Low Fare,International,4847
2014-06,Virgin America,International,Mexico,Low Fare,Terminal 2,5285
2014-06,Virgin Atlantic,International,Europe,Other,International,10666
2014-06,Virgin Atlantic,International,Europe,Other,International,10881
2014-06,WestJet Airlines,International,Canada,Other,International,6560
2014-06,WestJet Airlines,International,Canada,Other,International,7245
2014-06,XL Airways France,International,Europe,Other,International,2643
2014-06,XL Airways France,International,Europe,Other,International,2798
2014-07,Aer Lingus,International,Europe,Other,International,5598
2014-07,Aer Lingus,International,Europe,Other,International,4839
2014-07,Aeromexico,International,Mexico,Other,International,14390
2014-07,Aeromexico,International,Mexico,Other,International,12941
2014-07,Air Canada,International,Canada,Other,International,11263
2014-07,Air Canada,International,Canada,Other,International,10497
2014-07,Air Canada,International,Canada,Other,International,35666
2014-07,Air Canada,International,Canada,Other,International,33238
2014-07,Air China,International,Asia,Other,International,8858
2014-07,Air China,International,Asia,Other,International,6916
2014-07,Air France,International,Europe,Other,International,21819
2014-07,Air France,International,Europe,Other,International,18653
2014-07,Air New Zealand,International,Australia / Oceania,Other,International,9595
2014-07,Air New Zealand,International,Australia / Oceania,Other,International,9711
2014-07,AirTran Airways,Domestic,US,Low Fare,Terminal 1,3778
2014-07,AirTran Airways,Domestic,US,Low Fare,Terminal 1,4026
2014-07,Alaska Airlines,Domestic,US,Other,International,121
2014-07,Alaska Airlines,Domestic,US,Other,International,8431
2014-07,Alaska Airlines,Domestic,US,Other,Terminal 1,57730
2014-07,Alaska Airlines,Domestic,US,Other,Terminal 1,48924
2014-07,Alaska Airlines,International,Mexico,Other,International,7952
2014-07,Alaska Airlines,International,Mexico,Other,Terminal 1,7989
2014-07,All Nippon Airways,International,Asia,Other,International,7497
2014-07,All Nippon Airways,International,Asia,Other,International,6288
2014-07,American Airlines,Domestic,US,Other,Terminal 2,134649
2014-07,American Airlines,Domestic,US,Other,Terminal 2,128131
2014-07,Asiana Airlines,International,Asia,Other,International,8769
2014-07,Asiana Airlines,International,Asia,Other,International,7645
2014-07,British Airways,International,Europe,Other,International,19283
2014-07,British Airways,International,Europe,Other,International,18315
2014-07,Cathay Pacific,International,Asia,Other,International,19167
2014-07,Cathay Pacific,International,Asia,Other,International,16951
2014-07,China Airlines,International,Asia,Other,International,11584
2014-07,China Airlines,International,Asia,Other,International,9021
2014-07,China Eastern,International,Asia,Other,International,5872
2014-07,China Eastern,International,Asia,Other,International,6603
2014-07,Compass Airlines,Domestic,US,Other,Terminal 1,42577
2014-07,Compass Airlines,Domestic,US,Other,Terminal 1,41827
2014-07,Delta Air Lines,Domestic,US,Other,Terminal 1,163781
2014-07,Delta Air Lines,Domestic,US,Other,Terminal 1,157166
2014-07,EVA Airways,International,Asia,Other,International,18137
2014-07,EVA Airways,International,Asia,Other,International,16258
2014-07,Emirates,International,Middle East,Other,International,9837
2014-07,Emirates,International,Middle East,Other,International,8833
2014-07,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,19236
2014-07,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,19673
2014-07,Hawaiian Airlines,Domestic,US,Other,International,8397
2014-07,Hawaiian Airlines,Domestic,US,Other,International,8269
2014-07,Japan Airlines,International,Asia,Other,International,5627
2014-07,Japan Airlines,International,Asia,Other,International,5044
2014-07,JetBlue Airways,Domestic,US,Low Fare,International,46423
2014-07,JetBlue Airways,Domestic,US,Low Fare,International,45418
2014-07,KLM Royal Dutch Airlines,International,Europe,Other,International,12307
2014-07,KLM Royal Dutch Airlines,International,Europe,Other,International,11023
2014-07,Korean Air Lines,International,Asia,Other,International,7868
2014-07,Korean Air Lines,International,Asia,Other,International,7570
2014-07,Lufthansa German Airlines,International,Europe,Other,International,25845
2014-07,Lufthansa German Airlines,International,Europe,Other,International,24234
2014-07,Philippine Airlines,International,Asia,Other,International,11976
2014-07,Philippine Airlines,International,Asia,Other,International,9839
2014-07,SAS Airlines,International,Europe,Other,International,7627
2014-07,SAS Airlines,International,Europe,Other,International,7343
2014-07,Singapore Airlines,International,Asia,Other,International,15997
2014-07,Singapore Airlines,International,Asia,Other,International,14627
2014-07,SkyWest Airlines,Domestic,US,Other,Terminal 1,1909
2014-07,SkyWest Airlines,Domestic,US,Other,Terminal 1,1878
2014-07,SkyWest Airlines,Domestic,US,Other,Terminal 3,141641
2014-07,SkyWest Airlines,Domestic,US,Other,Terminal 3,142258
2014-07,SkyWest Airlines,International,Canada,Other,International,2142
2014-07,SkyWest Airlines,International,Canada,Other,Terminal 3,12879
2014-07,SkyWest Airlines,International,Canada,Other,Terminal 3,14610
2014-07,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,157170
2014-07,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,153075
2014-07,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,32
2014-07,Sun Country Airlines,Domestic,US,Low Fare,International,9677
2014-07,Sun Country Airlines,Domestic,US,Low Fare,International,9060
2014-07,Swiss International,International,Europe,Other,International,6757
2014-07,Swiss International,International,Europe,Other,International,6432
2014-07,"TACA International Airlines, S.A.",International,Central America,Other,International,5488
2014-07,"TACA International Airlines, S.A.",International,Central America,Other,International,5592
2014-07,US Airways,Domestic,US,Other,Terminal 1,87381
2014-07,US Airways,Domestic,US,Other,Terminal 1,83598
2014-07,United Airlines,Domestic,US,Other,International,29941
2014-07,United Airlines,Domestic,US,Other,International,31084
2014-07,United Airlines,Domestic,US,Other,Terminal 3,281597
2014-07,United Airlines,Domestic,US,Other,Terminal 3,294113
2014-07,United Airlines,Domestic,US,Other,Terminal 3,393459
2014-07,United Airlines,Domestic,US,Other,Terminal 3,350470
2014-07,United Airlines,Domestic,US,Other,Terminal 3,6965
2014-07,United Airlines,International,Asia,Other,International,79343
2014-07,United Airlines,International,Asia,Other,International,73642
2014-07,United Airlines,International,Australia / Oceania,Other,International,7088
2014-07,United Airlines,International,Australia / Oceania,Other,International,7822
2014-07,United Airlines,International,Canada,Other,Terminal 3,13148
2014-07,United Airlines,International,Canada,Other,Terminal 3,11820
2014-07,United Airlines,International,Europe,Other,International,47119
2014-07,United Airlines,International,Europe,Other,International,42816
2014-07,United Airlines,International,Mexico,Other,International,29206
2014-07,United Airlines,International,Mexico,Other,International,27675
2014-07,Virgin America,Domestic,US,Low Fare,Terminal 2,183331
2014-07,Virgin America,Domestic,US,Low Fare,Terminal 2,177639
2014-07,Virgin America,International,Mexico,Low Fare,International,5354
2014-07,Virgin America,International,Mexico,Low Fare,Terminal 2,5163
2014-07,Virgin Atlantic,International,Europe,Other,International,11242
2014-07,Virgin Atlantic,International,Europe,Other,International,10257
2014-07,WestJet Airlines,International,Canada,Other,International,8719
2014-07,WestJet Airlines,International,Canada,Other,International,8246
2014-07,XL Airways France,International,Europe,Other,International,2724
2014-07,XL Airways France,International,Europe,Other,International,2190
2014-08,Aer Lingus,International,Europe,Other,International,6010
2014-08,Aer Lingus,International,Europe,Other,International,5807
2014-08,Aeromexico,International,Mexico,Other,International,13255
2014-08,Aeromexico,International,Mexico,Other,International,10828
2014-08,Air Canada,International,Canada,Other,International,10856
2014-08,Air Canada,International,Canada,Other,International,11005
2014-08,Air Canada,International,Canada,Other,International,34378
2014-08,Air Canada,International,Canada,Other,International,34849
2014-08,Air China,International,Asia,Other,International,8641
2014-08,Air China,International,Asia,Other,International,8661
2014-08,Air France,International,Europe,Other,International,20886
2014-08,Air France,International,Europe,Other,International,20892
2014-08,Air New Zealand,International,Australia / Oceania,Other,International,8634
2014-08,Air New Zealand,International,Australia / Oceania,Other,International,8022
2014-08,AirTran Airways,Domestic,US,Low Fare,Terminal 1,5699
2014-08,AirTran Airways,Domestic,US,Low Fare,Terminal 1,5767
2014-08,Alaska Airlines,Domestic,US,Other,International,39564
2014-08,Alaska Airlines,Domestic,US,Other,International,29086
2014-08,Alaska Airlines,Domestic,US,Other,Terminal 1,20650
2014-08,Alaska Airlines,Domestic,US,Other,Terminal 1,36745
2014-08,Alaska Airlines,International,Mexico,Other,International,8116
2014-08,Alaska Airlines,International,Mexico,Other,Terminal 1,7717
2014-08,All Nippon Airways,International,Asia,Other,International,7493
2014-08,All Nippon Airways,International,Asia,Other,International,7202
2014-08,American Airlines,Domestic,US,Other,Terminal 2,131468
2014-08,American Airlines,Domestic,US,Other,Terminal 2,131890
2014-08,Asiana Airlines,International,Asia,Other,International,8820
2014-08,Asiana Airlines,International,Asia,Other,International,7946
2014-08,British Airways,International,Europe,Other,International,19203
2014-08,British Airways,International,Europe,Other,International,19384
2014-08,Cathay Pacific,International,Asia,Other,International,18637
2014-08,Cathay Pacific,International,Asia,Other,International,17905
2014-08,China Airlines,International,Asia,Other,International,11213
2014-08,China Airlines,International,Asia,Other,International,9733
2014-08,China Eastern,International,Asia,Other,International,6509
2014-08,China Eastern,International,Asia,Other,International,6143
2014-08,Compass Airlines,Domestic,US,Other,Terminal 1,41767
2014-08,Compass Airlines,Domestic,US,Other,Terminal 1,39903
2014-08,Delta Air Lines,Domestic,US,Other,Terminal 1,160853
2014-08,Delta Air Lines,Domestic,US,Other,Terminal 1,160664
2014-08,EVA Airways,International,Asia,Other,International,17747
2014-08,EVA Airways,International,Asia,Other,International,16344
2014-08,Emirates,International,Middle East,Other,International,10427
2014-08,Emirates,International,Middle East,Other,International,10444
2014-08,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,19777
2014-08,Frontier Airlines,Domestic,US,Low Fare,Terminal 1,19885
2014-08,Hawaiian Airlines,Domestic,US,Other,International,8776
2014-08,Hawaiian Airlines,Domestic,US,Other,International,7400
2014-08,Japan Airlines,International,Asia,Other,International,5621
2014-08,Japan Airlines,International,Asia,Other,International,4657
2014-08,JetBlue Airways,Domestic,US,Low Fare,International,46165
2014-08,JetBlue Airways,Domestic,US,Low Fare,International,46511
2014-08,KLM Royal Dutch Airlines,International,Europe,Other,International,12468
2014-08,KLM Royal Dutch Airlines,International,Europe,Other,International,12130
2014-08,Korean Air Lines,International,Asia,Other,International,8302
2014-08,Korean Air Lines,International,Asia,Other,International,7967
2014-08,Lufthansa German Airlines,International,Europe,Other,International,25450
2014-08,Lufthansa German Airlines,International,Europe,Other,International,24392
2014-08,Philippine Airlines,International,Asia,Other,International,11735
2014-08,Philippine Airlines,International,Asia,Other,International,8582
2014-08,Republic Airlines,Domestic,US,Other,Terminal 1,93
2014-08,SAS Airlines,International,Europe,Other,International,7623
2014-08,SAS Airlines,International,Europe,Other,International,7509
2014-08,Singapore Airlines,International,Asia,Other,International,16270
2014-08,Singapore Airlines,International,Asia,Other,International,15585
2014-08,SkyWest Airlines,Domestic,US,Other,Terminal 1,2754
2014-08,SkyWest Airlines,Domestic,US,Other,Terminal 1,2807
2014-08,SkyWest Airlines,Domestic,US,Other,Terminal 3,145325
2014-08,SkyWest Airlines,Domestic,US,Other,Terminal 3,147496
2014-08,SkyWest Airlines,International,Canada,Other,International,2732
2014-08,SkyWest Airlines,International,Canada,Other,Terminal 3,13636
2014-08,SkyWest Airlines,International,Canada,Other,Terminal 3,16202
2014-08,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,152182
2014-08,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,150889
2014-08,Southwest Airlines,Domestic,US,Low Fare,Terminal 1,30
2014-08,Sun Country Airlines,Domestic,US,Low Fare,International,9440
2014-08,Sun Country Airlines,Domestic,US,Low Fare,International,9516
2014-08,Swiss International,International,Europe,Other,International,6606
2014-08,Swiss International,International,Europe,Other,International,6575
2014-08,"TACA International Airlines, S.A.",International,Central America,Other,International,5966
2014-08,"TACA International Airlines, S.A.",International,Central America,Other,International,4836
2014-08,US Airways,Domestic,US,Other,Terminal 1,83821
2014-08,US Airways,Domestic,US,Other,Terminal 1,86383
2014-08,United Airlines,Domestic,US,Other,International,28191
2014-08,United Airlines,Domestic,US,Other,International,24730
2014-08,United Airlines,Domestic,US,Other,International,20
2014-08,United Airlines,Domestic,US,Other,Terminal 3,285079
2014-08,United Airlines,Domestic,US,Other,Terminal 3,301827
2014-08,United Airlines,Domestic,US,Other,Terminal 3,305
2014-08,United Airlines,Domestic,US,Other,Terminal 3,392063
2014-08,United Airlines,Domestic,US,Other,Terminal 3,366190
2014-08,United Airlines,Domestic,US,Other,Terminal 3,613
2014-08,United Airlines,International,Asia,Other,International,79459
2014-08,United Airlines,International,Asia,Other,International,80208
2014-08,United Airlines,International,Australia / Oceania,Other,International,7912
2014-08,United Airlines,International,Australia / Oceania,Other,International,6522
2014-08,United Airlines,International,Canada,Other,Terminal 3,13847
2014-08,United Airlines,International,Canada,Other,Terminal 3,13139
2014-08,United Airlines,International,Europe,Other,International,44747
2014-08,United Airlines,International,Europe,Other,International,44983
2014-08,United Airlines,International,Mexico,Other,International,24720
2014-08,United Airlines,International,Mexico,Other,International,22925
2014-08,United Airlines,International,Mexico,Other,International,40
2014-08,Virgin America,Domestic,US,Low Fare,Terminal 2,176215
2014-08,Virgin America,Domestic,US,Low Fare,Terminal 2,175566
2014-08,Virgin America,International,Mexico,Low Fare,International,4876
2014-08,Virgin America,International,Mexico,Low Fare,Terminal 2,4063
2014-08,Virgin Atlantic,International,Europe,Other,International,11091
2014-08,Virgin Atlantic,International,Europe,Other,International,10803
2014-08,WestJet Airlines,International,Canada,Other,International,8543
2014-08,WestJet Airlines,International,Canada,Other,International,8577
2014-08,XL Airways France,International,Europe,Other,International,2937
2014-08,XL Airways France,International,Europe,Other,International,2870
2014-09,Aer Lingus,International,Europe,Other,International,5512
2014-09,Aer Lingus,International,Europe,Other,International,5459
2014-09,Aeromexico,International,Mexico,Other,International,7445
2014-09,Aeromexico,International,Mexico,Other,International,7752
2014-09,Air Canada,International,Canada,Other,International,18458
2014-09,Air Canada,International,Canada,Other,International,18286
2014-09,Air Canada,International,Canada,Other,International,18459
2014-09,Air Canada,International,Canada,Other,International,18287
2014-09,Air China,International,Asia,Other,International,8187
2014-09,Air China,International,Asia,Other,International,6310
2014-09,Air France,International,Europe,Other,International,14146
2014-09,Air France,International,Europe,Other,International,15447
